shoe_id,brand,name,lightweight,rocker,removable_insole,pace_daily_running,pace_tempo,pace_competition,arch_neutral,arch_stability,weight_lab_oz,drop_lab_mm,strike_heel,strike_mid,strike_forefoot,midsole_softness,toebox_durability,heel_durability,outsole_durability,breathability_scaled,width_fit,toebox_width,stiffness_scaled,torsional_rigidity,heel_stiff,plate_rock_plate,plate_carbon_plate,heel_lab_mm,forefoot_lab_mm,season_summer,season_winter,season_all
r283,nike,alphafly 3,1,1,0,0,0,1,1,0,7.1,8.5,1,1,1,5,2,4,2,5,3,3,5,5,1,0,1,38.1,29.6,1,0,1
r284,nike,downshifter 11,1,0,0,1,0,0,1,0,8.8,11.6,1,0,0,0,0,0,0,0,1,0,5,3,3,0,0,31.5,19.9,0,0,0
r285,nike,downshifter 12,0,0,1,1,0,0,1,0,9.9,10.0,1,1,1,3,0,0,0,3,3,0,3,1,1,0,0,31.7,21.7,0,0,1
r286,nike,downshifter 13,0,0,1,1,0,0,1,0,9.3,10.1,1,0,0,3,3,4,4,3,3,3,3,3,3,0,0,32.2,22.1,0,0,1
r287,nike,flex experience run 10,1,0,0,1,0,0,1,0,7.1,10.4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,24.1,13.7,0,0,0
r288,nike,flex experience run 11,1,0,1,1,0,0,1,0,8.2,6.2,0,1,1,1,3,0,0,3,3,1,1,1,1,0,0,24.1,17.9,0,0,1
r289,nike,flex experience run 12,1,0,1,1,0,0,1,0,8.5,6.0,0,1,1,1,3,4,2,3,3,3,1,1,1,0,0,25.9,19.9,0,0,1
r290,nike,flex run 2021,1,0,0,1,0,0,1,0,7.9,7.2,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,32.3,25.1,0,0,0
r291,nike,free rn nn,1,0,1,1,0,0,1,0,6.9,6.9,0,1,1,3,4,4,4,1,5,5,1,1,1,0,0,25.6,18.7,0,0,1
r292,nike,free run 5.0,1,0,0,1,0,0,1,0,6.2,8.1,0,1,1,0,0,0,0,0,5,0,1,1,1,0,0,23.4,15.3,0,0,0
r293,nike,infinityrn 4,0,0,1,1,0,0,1,0,11.1,9.8,1,1,1,5,4,3,4,3,3,3,3,3,1,0,0,34.2,24.4,0,0,1
r294,nike,interact run,1,0,1,1,0,0,1,0,8.5,9.3,1,1,1,3,4,4,3,5,3,3,3,3,3,0,0,29.7,20.4,1,0,1
r295,nike,invincible 3,0,0,1,1,0,0,1,0,10.0,9.6,1,1,1,5,0,0,0,3,1,0,3,5,3,0,0,35.2,25.6,0,0,1
r296,nike,journey run,0,0,1,1,0,0,1,0,10.5,8.6,1,1,1,3,3,3,3,3,3,1,3,5,5,0,0,33.0,24.4,0,0,1
r297,nike,pegasus 40,0,0,1,1,0,0,1,0,9.7,9.7,1,1,1,5,3,0,0,3,3,3,3,1,1,0,0,30.2,20.5,0,0,1
r298,nike,pegasus 41,0,0,1,1,0,0,1,0,9.9,11.4,1,0,0,5,3,4,4,3,3,3,1,1,5,0,0,33.6,22.2,0,0,1
r299,nike,pegasus 41 gtx,0,1,1,1,0,0,1,0,11.1,11.9,1,0,0,5,3,4,2,1,3,3,3,3,3,0,0,36.3,24.4,0,1,0
r300,nike,pegasus easyon,0,0,1,1,0,0,1,0,10.1,11.6,1,0,0,5,2,4,3,5,3,3,5,3,5,0,0,33.6,22.0,1,0,1
r301,nike,pegasus plus,1,0,1,1,1,0,1,0,8.6,9.4,1,1,1,5,3,4,3,3,3,3,3,3,5,0,0,33.0,23.6,0,0,1
r302,nike,pegasus premium,0,1,1,1,1,0,1,0,10.9,11.8,1,0,0,5,2,4,3,5,1,1,5,5,5,0,0,42.8,31.0,1,0,1
r303,nike,pegasus turbo,0,0,1,0,1,0,1,0,9.7,10.0,1,1,1,5,0,0,0,3,1,1,5,3,1,0,0,32.0,22.0,0,0,1
r304,nike,quest 4,0,0,0,1,0,0,1,0,9.5,13.7,1,0,0,0,0,0,0,0,3,0,5,5,5,0,0,32.1,18.4,0,0,0
r305,nike,quest 5,0,0,1,1,0,0,1,0,9.6,9.1,1,1,1,3,0,0,0,3,1,1,3,3,1,0,0,29.8,20.7,0,0,1
r306,nike,react infinity run flyknit 3,0,0,1,1,0,0,1,0,10.5,6.7,0,1,1,5,0,0,0,3,3,0,5,3,1,0,0,30.0,23.3,0,0,1
r307,nike,react miler 3,0,0,1,1,0,0,1,0,10.5,9.8,1,1,1,5,0,0,0,0,1,0,5,3,5,0,0,31.4,21.6,0,0,0
r308,nike,renew ride 2,0,0,0,1,0,0,1,0,10.1,8.3,1,1,1,0,0,0,0,0,3,0,5,0,0,0,0,37.6,29.3,0,0,0
r309,nike,renew ride 3,0,0,1,1,0,0,1,0,10.2,10.2,1,0,0,3,2,2,0,3,1,3,5,3,5,0,0,36.4,26.2,0,0,1
r310,nike,revolution 6,0,0,0,1,0,0,1,0,9.2,10.6,1,0,0,0,0,0,0,0,5,0,5,0,0,0,0,33.8,23.1,0,0,0
r311,nike,revolution 7,0,0,1,1,0,0,1,0,9.9,10.5,1,0,0,3,2,4,3,3,3,3,3,3,3,0,0,31.5,21.0,0,0,1
r312,nike,revolution 7 easyon,0,0,1,1,0,0,1,0,9.7,9.9,1,1,1,3,3,4,3,5,1,1,3,3,5,0,0,31.7,21.8,1,0,1
r313,nike,revolution 8,0,0,1,1,0,0,1,0,9.3,8.8,1,1,1,3,4,4,3,3,3,3,1,3,5,0,0,31.8,23.0,0,0,1
r314,nike,streakfly 2,1,0,0,0,1,1,1,0,4.5,3.7,0,1,1,5,2,4,3,5,1,1,1,1,1,0,1,27.0,23.3,1,0,1
r315,nike,structure 25,0,0,1,1,0,0,0,1,10.7,12.1,1,0,0,5,4,4,4,3,3,3,3,5,5,0,0,36.7,24.6,0,0,1
r316,nike,structure 26,0,0,1,1,0,0,0,1,10.4,10.1,1,0,0,5,3,4,4,3,3,3,3,5,3,0,0,36.1,26.0,0,0,1
r317,nike,vaporfly 3,1,1,0,0,0,1,1,0,6.7,11.1,1,0,0,5,2,4,4,5,3,3,5,5,3,0,1,37.1,26.0,1,0,1
r318,nike,vaporfly 4,1,0,1,0,0,1,1,0,5.9,8.6,1,1,1,5,4,3,2,3,1,3,5,5,1,0,1,34.1,25.5,0,0,1
r319,nike,vomero 17,0,0,1,1,0,0,1,0,9.9,7.7,0,1,1,5,3,4,4,3,3,3,3,3,3,0,0,33.9,26.2,0,0,1
r320,nike,vomero 18,0,1,1,1,0,0,1,0,10.5,13.9,1,0,0,5,3,4,3,3,3,1,3,5,3,0,0,42.5,28.6,0,0,1
r321,nike,vomero plus,0,0,1,1,0,0,1,0,10.2,9.6,1,1,1,5,3,4,4,3,3,3,5,5,3,0,0,42.3,32.7,0,0,1
r322,nike,vomero premium,0,1,1,1,0,0,1,0,11.5,8.8,1,1,1,5,3,4,4,3,3,1,5,5,5,0,0,50.1,41.3,0,0,1
r323,nike,winflo 10,0,0,1,1,0,0,1,0,9.5,9.7,1,1,1,5,3,3,4,3,3,3,3,3,1,0,0,33.5,23.8,0,0,1
r324,nike,winflo 11,0,0,1,1,0,0,1,0,10.4,12.3,1,0,0,5,3,4,4,3,1,3,3,5,3,0,0,37.6,25.3,0,0,1
r325,nike,winflo 11 gtx,0,0,1,1,0,0,1,0,10.9,13.3,1,0,0,5,4,4,2,1,3,3,3,5,5,0,0,39.0,25.7,0,1,0
r326,nike,zoom fly 4,0,1,1,0,1,0,1,0,9.6,7.1,0,1,1,0,0,0,0,0,1,0,5,5,1,1,1,38.4,31.3,0,0,0
r327,nike,zoom fly 5,0,1,1,1,1,0,1,0,9.8,7.5,0,1,1,5,0,0,0,1,1,1,5,5,3,0,1,36.9,29.4,0,0,1
r328,nike,zoom fly 6,1,1,1,0,1,1,1,0,8.7,9.6,1,1,1,5,4,4,4,3,1,3,5,5,5,0,1,39.7,30.1,0,0,1
r329,nike,zoomx invincible run flyknit 2,0,0,1,1,0,0,1,0,10.3,12.0,1,0,0,5,0,0,0,1,3,3,5,1,3,0,0,35.5,23.5,0,0,1
r330,nike,zoomx streakfly,1,1,1,0,1,0,1,0,6.0,6.3,0,1,1,5,0,0,0,5,1,3,1,1,1,0,0,31.7,25.4,1,0,1
r331,nike,zoomx vaporfly next% 2,1,1,0,0,0,1,1,0,6.9,7.7,0,1,1,5,0,0,0,5,1,0,5,5,1,0,1,38.6,30.9,1,0,1
r332,nobull,allday knit,0,0,1,1,0,0,1,0,10.6,12.0,1,0,0,1,0,0,0,3,1,0,5,3,1,0,0,31.8,19.8,0,0,1
r333,nobull,allday ripstop,0,0,1,1,0,0,1,0,10.5,11.4,1,0,0,3,0,0,0,3,1,0,5,3,1,0,0,31.3,19.9,0,0,1
r334,nobull,journey,0,0,1,1,0,0,1,0,9.4,9.4,1,1,1,5,0,0,0,5,1,0,5,3,1,0,0,35.2,25.8,1,0,1
r335,on,cloud x,1,0,1,1,1,0,1,0,8.5,10.1,1,0,0,1,3,2,4,3,3,5,3,1,1,0,0,27.9,17.8,0,0,1
r336,on,cloudboom echo 3,1,1,1,0,0,1,1,0,7.9,10.2,1,0,0,3,3,3,3,5,1,1,5,5,1,0,1,38.6,28.4,1,0,1
r337,on,cloudeclipse,0,1,1,1,0,0,1,0,9.6,9.4,1,1,1,3,3,2,4,3,3,3,5,5,3,0,0,39.9,30.5,0,0,1
r338,on,cloudflow 4,1,0,1,1,1,0,1,0,8.6,7.9,0,1,1,3,3,3,4,3,3,3,3,5,1,0,0,36.1,28.2,0,0,1
r339,on,cloudflyer 5,0,0,1,1,0,0,0,1,11.6,7.9,1,1,1,3,4,4,4,3,1,3,3,5,3,0,0,33.2,25.3,0,0,1
r340,on,cloudgo,0,0,1,1,1,0,1,0,9.1,11.2,1,0,0,3,2,2,4,3,3,3,3,3,1,0,0,33.8,22.6,0,0,1
r341,on,cloudmonster,0,1,1,1,0,0,1,0,9.9,6.8,0,1,1,3,0,0,0,5,1,0,3,3,1,0,0,34.9,28.1,1,0,1
r342,on,cloudmonster 2,0,1,1,1,0,0,1,0,10.3,6.6,0,1,1,3,4,3,4,1,5,3,5,3,3,0,0,37.9,31.3,0,0,1
r343,on,cloudmonster hyper,0,0,1,1,1,0,1,0,9.1,6.7,0,1,1,5,3,2,4,3,3,3,3,5,3,0,0,39.7,33.0,0,0,1
r344,on,cloudrunner 2,0,0,1,1,0,0,1,0,9.7,8.5,1,1,1,3,3,3,3,3,3,3,5,3,5,0,0,33.6,25.1,0,0,1
r345,on,cloudrunner 2 waterproof,0,0,1,1,0,0,0,1,11.4,8.3,1,1,1,3,3,2,4,1,1,3,5,5,5,0,0,35.8,27.5,0,1,0
r346,on,cloudspark,0,0,1,1,0,0,1,0,9.5,8.6,1,1,1,1,3,2,3,3,3,3,5,5,1,0,0,34.6,26.0,0,0,1
r347,on,cloudstratus 3,0,0,1,1,0,0,1,0,10.4,9.1,1,1,1,3,3,4,4,3,5,3,5,5,1,0,0,35.3,26.2,0,0,1
r348,on,cloudsurfer 7,1,0,1,1,0,0,1,0,8.4,14.6,1,0,0,3,2,2,4,3,3,3,1,1,1,0,0,36.3,21.7,0,0,1
r349,on,cloudsurfer max,0,0,1,1,0,0,1,0,10.3,7.9,0,1,1,3,3,3,3,1,3,3,5,3,3,0,0,37.3,29.4,0,0,1
r350,on,cloudsurfer next,0,0,1,1,0,0,1,0,9.3,4.5,0,1,1,1,3,2,3,1,3,3,5,5,3,0,0,33.8,29.3,0,0,1
r351,puma,deviate nitro 3,0,0,1,0,1,0,1,0,9.5,10.1,1,0,0,5,3,3,3,3,1,1,5,5,1,0,1,37.4,27.3,0,0,1
r352,puma,deviate nitro elite 3,1,1,1,0,1,1,1,0,7.2,10.6,1,1,1,5,2,4,3,3,3,1,5,5,1,0,1,39.2,28.6,0,0,1
r353,puma,magmax nitro,0,1,1,1,0,0,1,0,10.3,9.6,1,1,1,5,3,3,3,3,3,3,5,5,3,0,0,42.9,33.3,0,0,1
r354,puma,magnify nitro 2,0,0,1,1,0,0,1,0,9.9,9.3,1,1,1,5,4,2,4,1,3,1,3,5,3,0,0,37.1,27.8,0,0,1
r355,reebok,floatride energy 3,0,0,1,1,0,0,1,0,9.0,7.1,0,1,1,0,0,0,0,0,3,0,5,3,3,0,0,30.2,23.1,0,0,0
r356,reebok,floatride energy 5,0,0,1,1,0,0,1,0,9.0,6.0,0,1,1,3,2,3,4,1,3,3,5,1,1,0,0,30.2,24.2,0,0,1
r357,reebok,floatzig 1,0,1,1,1,0,0,1,0,10.1,7.0,1,1,1,3,3,3,2,3,3,3,3,3,3,0,0,36.8,29.8,0,0,1
r358,reebok,lite 3,1,0,0,1,0,0,1,0,8.7,13.4,1,0,0,3,0,0,0,1,3,0,5,1,1,0,0,32.7,19.3,0,0,1
r359,reebok,zig dynamica 4,0,0,1,1,0,0,1,0,12.4,8.5,1,1,1,3,3,2,4,3,3,1,5,3,3,0,0,32.0,23.5,0,0,1
r360,reebok,zig dynamica 5,0,0,1,1,0,0,1,0,10.5,6.3,0,1,1,3,3,2,4,3,3,1,5,5,3,0,0,34.1,27.8,0,0,1
r361,salomon,aero glide,0,1,1,1,0,0,1,0,9.3,11.0,1,0,0,3,3,3,4,3,3,3,5,5,3,0,0,35.2,24.2,0,0,1
r362,salomon,aero glide 2,0,1,1,1,0,0,1,0,9.5,11.3,1,0,0,3,4,3,3,3,3,3,3,5,3,0,0,35.5,24.2,0,0,1
r363,salomon,aero glide 3,1,0,1,1,0,0,1,0,8.7,10.3,1,0,0,3,2,3,3,3,1,1,3,5,1,0,0,42.2,31.9,0,0,1
r364,salomon,phantasm 2,0,0,1,1,1,0,1,0,9.2,11.2,1,0,0,3,2,4,3,3,3,5,5,5,3,0,0,34.4,23.2,0,0,1
r365,salomon,s/lab phantasm 2,1,0,1,0,1,1,1,0,7.5,5.1,0,1,1,5,2,4,4,3,3,3,3,5,1,0,1,31.5,26.4,0,0,1
r366,salomon,s/lab spectur,0,1,1,0,1,1,1,0,9.1,10.7,1,0,0,3,3,3,4,3,3,3,5,5,1,0,0,36.9,26.2,0,0,1
r367,salomon,spectur 2,0,1,1,0,1,0,1,0,9.1,11.0,1,0,0,3,3,3,4,1,3,3,5,5,1,0,1,35.9,24.9,0,0,1
r368,saucony,axon,0,1,1,1,1,0,1,0,9.9,5.5,0,1,1,0,0,0,0,0,3,0,0,3,0,0,0,35.3,29.8,0,0,0
r369,saucony,axon 2,0,1,1,1,1,0,1,0,9.9,7.8,0,1,1,3,2,0,0,3,1,1,5,5,5,0,0,35.3,27.5,0,0,1
r370,saucony,axon 3,1,1,1,1,1,0,1,0,8.6,5.7,0,1,1,5,3,4,4,3,3,3,5,5,3,0,0,33.6,27.9,0,0,1
r371,saucony,endorphin elite,1,1,1,0,0,1,1,0,7.2,8.0,1,1,1,5,2,4,4,5,3,3,5,5,1,0,1,39.9,31.9,1,0,1
r372,saucony,endorphin elite 2,1,1,1,0,0,1,1,0,6.9,7.5,0,1,1,5,4,4,4,5,3,3,5,5,1,0,1,39.9,32.4,1,0,1
r373,saucony,endorphin pro 2,1,1,1,0,0,1,1,0,7.6,10.0,1,1,1,0,0,0,0,5,1,0,5,5,1,0,1,35.8,25.8,1,0,1
r374,saucony,endorphin pro 3,1,1,0,0,0,1,1,0,7.3,9.3,1,1,1,5,0,0,0,0,1,0,5,5,1,0,1,35.0,25.7,0,0,0
r375,saucony,endorphin pro 4,1,1,1,0,0,1,1,0,7.8,9.5,1,1,1,3,4,4,4,5,3,3,5,5,1,0,1,38.1,28.6,1,0,1
r376,saucony,endorphin shift 2,0,1,1,1,0,0,1,0,10.0,4.3,0,1,1,0,0,0,0,0,3,0,5,5,3,0,0,37.3,33.0,0,0,0
r377,saucony,endorphin shift 3,0,1,1,1,0,0,1,0,9.6,6.5,0,1,1,3,0,0,0,3,1,0,5,3,3,0,0,39.6,33.1,0,0,1
r378,saucony,endorphin speed 2,1,1,1,0,1,0,1,0,8.1,9.2,1,1,1,0,0,0,0,3,3,0,5,3,3,0,0,35.3,26.1,0,0,1
r379,saucony,endorphin speed 3,1,1,1,0,1,0,1,0,7.9,7.4,0,1,1,5,0,0,0,3,3,0,3,1,1,0,0,34.1,26.7,0,0,1
r380,saucony,endorphin speed 4,1,1,1,0,1,0,1,0,8.4,8.7,1,1,1,3,3,4,4,5,3,1,3,3,3,0,0,36.2,27.5,1,0,1
r381,saucony,endorphin speed 5,1,1,1,0,1,0,1,0,8.5,10.6,1,0,0,5,3,4,4,5,3,3,3,5,5,0,0,37.4,26.8,1,0,1
r382,saucony,endorphin trainer,0,1,1,1,1,0,1,0,10.1,6.9,0,1,1,5,3,3,4,5,1,1,5,5,1,0,1,38.9,32.0,1,0,1
r383,saucony,freedom 4,1,0,1,1,0,0,1,0,8.0,5.2,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,26.4,21.2,0,0,0
r384,saucony,guide 14,0,0,1,1,0,0,0,1,10.8,9.4,1,1,1,0,0,0,0,0,3,0,0,1,0,0,0,33.8,24.4,0,0,0
r385,saucony,guide 15,0,0,1,1,0,0,0,1,9.8,7.1,0,1,1,3,0,0,0,0,1,0,5,3,5,0,0,31.6,24.5,0,0,0
r386,saucony,guide 17,0,0,1,1,0,0,0,1,9.7,7.0,0,1,1,3,3,4,4,3,3,3,3,3,5,0,0,34.9,27.9,0,0,1
r387,saucony,guide 18,0,0,1,1,0,0,0,1,9.8,8.3,1,1,1,3,4,3,4,5,3,3,3,5,1,0,0,36.0,27.7,1,0,1
r388,saucony,hurricane 24,0,0,1,1,0,0,0,1,11.1,6.3,0,1,1,5,2,3,3,5,3,3,5,5,3,0,0,40.5,34.2,1,0,1
r389,saucony,hurricane 25,0,0,1,1,0,0,0,1,10.1,7.1,0,1,1,5,3,3,4,1,3,3,3,5,5,0,0,40.2,33.1,0,0,1
r390,saucony,kinvara 12,1,0,1,0,1,0,1,0,7.7,4.6,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,26.1,21.5,0,0,0
r391,saucony,kinvara 13,1,0,1,0,1,0,1,0,7.2,4.5,0,1,1,3,0,0,0,0,1,0,3,1,3,0,0,26.9,22.4,0,0,0
r392,saucony,kinvara 14,1,0,1,0,1,0,1,0,6.8,4.1,0,1,1,3,2,0,0,5,3,1,1,1,3,0,0,30.3,26.2,1,0,1
r393,saucony,kinvara 15,1,0,1,1,1,0,1,0,6.8,4.4,0,1,1,3,2,4,4,5,3,3,1,1,1,0,0,27.9,23.5,1,0,1
r394,saucony,kinvara pro,0,0,1,1,1,0,1,0,9.9,10.3,1,0,0,3,4,4,4,1,3,1,5,5,3,0,1,45.6,35.3,0,0,1
r395,saucony,omni 22,0,0,1,1,0,0,0,1,10.1,7.3,0,1,1,3,2,4,4,3,3,3,1,3,1,0,0,33.0,25.7,0,0,1
r396,saucony,ride 14,0,0,1,1,0,0,1,0,10.1,9.5,1,1,1,0,0,0,0,3,3,0,5,1,5,0,0,33.9,24.4,0,0,1
r397,saucony,ride 15,0,0,1,1,0,0,1,0,8.9,6.9,0,1,1,3,0,0,0,0,1,0,5,3,5,0,0,31.4,24.5,0,0,0
r398,saucony,ride 16,0,0,1,1,0,0,1,0,9.3,7.9,0,1,1,3,2,2,4,5,1,3,3,1,5,0,0,33.3,25.4,1,0,1
r399,saucony,ride 17,0,1,1,1,0,0,1,0,10.2,8.5,1,1,1,5,3,4,4,1,3,3,3,3,3,0,0,35.1,26.6,0,0,1
r400,saucony,ride 18,0,0,1,1,0,0,1,0,9.0,8.4,1,1,1,3,3,4,4,5,3,3,3,1,1,0,0,35.0,26.6,1,0,1
r401,saucony,sinister,1,0,1,0,1,0,1,0,5.3,7.8,0,1,1,3,2,4,3,3,1,3,3,1,1,0,0,25.2,17.4,0,0,1
r402,saucony,tempus,0,1,1,1,1,0,0,1,9.4,8.5,1,1,1,5,0,0,0,5,1,0,3,3,5,0,0,33.9,25.4,1,0,1
r403,saucony,triumph 20,0,1,1,1,0,0,1,0,9.9,10.4,1,0,0,5,0,0,0,5,1,0,5,1,3,0,0,35.4,25.0,1,0,1
r404,saucony,triumph 21,0,1,1,1,0,0,1,0,9.9,10.5,1,0,0,5,3,3,4,3,3,5,3,5,5,0,0,39.1,28.6,0,0,1
r405,saucony,triumph 22,0,0,1,1,0,0,1,0,10.1,9.7,1,1,1,5,4,4,4,3,3,3,3,3,5,0,0,38.6,28.9,0,0,1
r406,saucony,triumph 23,0,0,1,1,0,0,1,0,9.6,10.0,1,1,1,3,3,4,4,3,3,3,5,3,5,0,0,42.3,32.3,0,0,1
r407,skechers,aero burst,0,0,1,1,0,0,1,0,11.4,8.8,1,1,1,5,3,4,4,3,3,1,3,5,5,0,0,41.7,32.9,0,0,1
r408,skechers,go run max road 6,0,0,1,1,0,0,1,0,11.3,8.1,1,1,1,5,3,4,4,3,3,1,5,3,3,0,1,39.7,31.6,0,0,1
r409,skechers,go run ride 11,0,1,1,1,0,0,1,0,10.1,6.5,0,1,1,5,3,2,4,3,1,3,3,5,3,0,0,34.1,27.6,0,0,1
r410,skechers,gorun razor excess,1,1,0,1,1,0,1,0,7.1,6.4,0,1,1,0,0,0,0,0,1,0,5,5,3,0,0,27.4,21.0,0,0,0
r411,skechers,max cushioning elite,0,0,0,1,0,0,1,0,11.9,16.1,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,42.3,26.2,0,0,0
r412,skechers,max cushioning elite 2.0,0,1,1,1,0,0,1,0,9.5,8.8,1,1,1,3,3,3,3,1,1,3,3,5,3,0,0,36.4,27.6,0,0,1
r413,topo,atmos,0,0,1,1,0,0,1,0,9.7,5.3,0,1,1,3,3,4,4,3,5,5,3,5,5,0,0,37.8,32.5,0,0,1
r414,topo,cyclone 2,1,1,1,1,1,0,1,0,6.7,4.2,0,1,1,3,2,4,4,5,5,5,1,1,1,0,0,26.2,22.0,1,0,1
r415,topo,phantom 3,0,0,1,1,0,0,1,0,9.5,5.8,0,1,1,5,3,4,4,3,3,5,3,5,5,0,0,32.6,26.8,0,0,1
r416,under armour,charged assert 10,0,0,1,1,0,0,1,0,10.5,9.4,1,1,1,1,2,2,0,3,3,3,3,3,3,0,0,32.0,22.6,0,0,1
r417,under armour,charged assert 9,0,0,1,1,0,0,1,0,10.2,10.9,1,0,0,3,2,2,0,3,3,3,5,1,1,0,0,34.0,23.1,0,0,1
r418,under armour,charged pursuit 3,0,0,1,1,0,0,1,0,9.3,9.6,1,1,1,3,3,2,3,3,3,5,3,3,3,0,0,30.8,21.2,0,0,1
r419,under armour,hovr phantom 3,0,0,0,1,0,0,1,0,11.9,12.7,1,0,0,3,4,3,0,1,3,3,3,5,5,0,0,32.8,20.1,0,1,0
r420,under armour,hovr sonic 6,0,0,1,1,0,0,1,0,10.1,7.0,0,1,1,3,3,3,4,1,3,3,1,5,3,0,0,30.2,23.2,0,0,1
r421,under armour,infinite elite,0,1,1,1,0,0,1,0,11.1,8.1,1,1,1,5,4,3,4,1,3,3,5,5,5,0,0,39.9,31.8,0,0,1
r422,under armour,infinite elite 2,0,0,1,1,0,0,1,0,10.2,7.0,0,1,1,5,3,4,4,3,3,3,5,5,3,0,0,40.1,33.1,0,0,1
r423,under armour,infinite pro,0,0,1,1,0,0,1,0,10.8,8.3,1,1,1,5,3,3,4,3,3,3,5,5,5,0,0,41.3,33.0,0,0,1
r424,under armour,slipspeed mega,0,0,1,1,0,0,1,0,11.7,11.9,1,0,0,3,4,2,2,1,1,3,5,5,1,0,0,40.7,28.8,0,1,0
r425,under armour,surge 4,0,0,1,1,0,0,1,0,10.4,9.0,1,1,1,3,3,3,4,3,5,3,3,5,3,0,0,33.5,24.5,0,0,1
r426,xero,shoes hfs ii,1,0,1,1,0,0,1,0,8.6,1.0,0,1,1,1,3,2,3,5,1,5,3,1,3,0,0,13.1,12.1,1,0,1
r427,xero,shoes prio,0,0,1,1,0,0,1,0,9.8,0.4,0,1,1,0,4,2,3,1,3,5,1,1,1,0,0,12.2,11.8,0,0,1
r428,xero,shoes speed force ii,1,0,1,1,1,0,1,0,6.7,0.1,0,1,1,0,3,3,3,5,3,5,1,1,1,0,0,10.6,10.5,1,0,1
