Brand,Name,terrain_light,terrain_moderate,terrain_technical,shock_low,shock_moderate,shock_high,energy_low,energy_moderate,energy_high,traction_moderate,traction_high,arch_neutral,arch_stability,weight_lab_oz,drop_lab_mm,strike_heel,strike_mid,strike_forefoot,softness_soft,softness_balanced,softness_firm,toebox_durability,heel_durability,outsole_durability,breathability,plate_0,plate_rock_plate,plate_carbon_plate,width_narrow,width_medium,width_wide,toebox_narrow,toebox_medium,toebox_wide,stiffness_flexible,stiffness_moderate,stiffness_stiff,torsional_flexible,torsional_moderate,torsional_stiff,heel_stiff_flexible,heel_stiff_moderate,heel_stiff_stiff,lug_depth,heel_lab_mm,forefoot_lab_mm,season_summer,season_winter,season_all,heavy_runners,removable_insole,orthotic_friendly,not_waterproof,waterproof,water_repellent,lightweight
kailas,fuga yao,1,0,0,0,0,0,0,0,0,0,0,1,0,10.5,10.7,1,0,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.7,38.6,27.9,0,0,1,0,1,1,1,0,0,0
kailas,phantom 3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.9,10.5,1,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1.8,35.5,25.0,0,0,1,0,1,1,1,0,0,0
keen,seek,1,1,0,0,0,1,1,0,0,0,1,1,0,10.8,8.6,1,1,1,1,0,0,4,4,4,3,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,4.1,36.3,27.7,0,0,1,0,1,1,1,0,0,0
la sportiva,mutant,0,0,1,0,0,0,0,0,0,0,0,1,0,11.4,11.3,1,0,0,0,0,1,4,4,3,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,5.0,33.2,21.9,0,0,1,0,1,1,1,0,0,0
la sportiva,prodigio,0,1,0,0,0,0,0,0,0,0,0,1,0,9.6,8.9,1,1,1,1,0,0,1,2,3,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,3.4,29.3,20.4,0,0,1,0,1,1,1,0,0,0
la sportiva,prodigio max,0,1,1,0,1,0,0,1,0,0,1,1,0,10.8,7.1,0,1,1,0,1,0,4,4,4,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,5.5,35.1,28.0,0,0,1,0,1,1,1,0,0,0
merrell,agility peak 4,0,0,1,0,0,0,0,0,0,0,0,1,0,10.3,9.3,1,1,1,0,1,0,3,3,3,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,4.4,34.4,25.1,0,0,1,0,1,1,1,0,0,0
merrell,agility peak 5,0,1,1,0,1,0,1,0,0,0,0,1,0,10.2,13.4,1,0,0,0,1,0,5,3,4,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,4.5,39.2,25.8,0,0,1,1,1,1,1,0,0,0
merrell,agility peak 5 gtx,0,1,1,0,0,0,0,0,0,0,0,1,0,10.4,11.6,1,0,0,0,1,0,4,2,3,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,4.4,37.3,25.7,0,1,0,0,1,1,0,1,0,0
merrell,antora 3,1,0,0,0,1,0,1,0,0,0,0,1,0,10.1,9.1,1,1,1,0,1,0,3,2,4,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,3.4,33.5,24.4,1,0,1,0,1,1,1,0,0,0
merrell,fly strike,1,0,0,0,0,0,0,0,0,0,0,1,0,10.3,17.3,1,0,0,0,1,0,4,3,3,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3.5,34.3,17.0,0,0,1,0,1,1,1,0,0,0
merrell,moab flight,1,0,0,0,0,0,0,0,0,0,0,1,0,9.6,13.5,1,0,0,0,1,0,4,4,4,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,2.9,32.6,19.1,0,0,1,0,1,1,1,0,0,0
merrell,morphlite,1,0,0,0,1,0,1,0,0,0,0,1,0,8.4,11.0,1,0,0,1,0,0,2,3,3,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2.0,32.3,21.3,0,0,1,0,1,1,1,0,0,1
merrell,nova 2,0,1,1,0,0,0,0,0,0,0,0,1,0,10.3,9.3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.2,35.1,25.8,0,0,0,0,0,0,1,0,0,0
merrell,nova 3,1,1,0,0,1,0,0,1,0,0,0,1,0,10.8,9.9,1,1,1,0,1,0,3,3,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,3.5,34.1,24.2,0,0,1,0,1,1,1,0,0,0
merrell,nova 4,1,1,0,0,1,0,1,0,0,1,0,1,0,9.6,12.1,1,0,0,0,1,0,3,3,3,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,4.0,37.7,25.6,0,0,1,0,1,1,1,0,0,0
merrell,trail glove 7,1,0,0,0,0,0,0,0,0,0,0,1,0,7.8,0.1,0,1,1,0,1,0,3,2,3,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,2.5,16.1,16.0,0,0,1,0,0,0,1,0,0,1
new balance,510 v6,1,0,0,0,0,0,0,0,0,0,0,1,0,11.0,8.2,1,1,1,0,1,0,3,2,4,3,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2.9,33.8,25.6,0,0,1,0,1,1,1,0,0,0
new balance,dynasoft nitrel v6,1,0,0,1,0,0,1,0,0,0,0,1,0,10.3,2.5,0,1,1,0,1,0,3,3,4,3,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2.7,22.7,20.2,0,0,1,0,1,1,1,0,0,0
new balance,fresh foam x garoe v2,1,0,0,0,0,1,0,1,0,0,0,1,0,9.5,11.0,1,0,0,1,0,0,3,3,4,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,3.2,38.4,27.4,0,0,1,0,1,1,1,0,0,0
new balance,fresh foam x hierro v9,1,0,0,0,0,1,0,1,0,0,0,1,0,10.9,4.2,0,1,1,1,0,0,4,4,4,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,3.3,37.3,33.1,0,0,1,0,1,1,1,0,0,0
new balance,fresh foam x more trail v3,0,1,1,0,0,1,0,1,0,0,0,1,0,10.6,7.1,0,1,1,1,0,0,1,3,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,5.0,38.6,31.5,0,0,1,0,1,1,1,0,0,0
new balance,fuelcell supercomp trail,1,1,0,0,0,0,0,0,0,0,0,1,0,8.7,13.0,1,0,0,1,0,0,3,3,4,3,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2.9,34.7,21.7,0,0,1,0,1,1,1,0,0,1
new balance,mt10,1,0,0,1,0,0,1,0,0,0,0,1,0,7.1,5.0,0,1,1,0,0,1,5,3,4,3,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.0,15.6,10.6,0,0,1,0,0,0,1,0,0,1
new balance,tektrel,1,0,0,0,0,0,0,0,0,0,0,1,0,10.7,8.0,1,1,1,0,1,0,4,3,3,5,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,2.4,32.2,24.2,1,0,1,0,1,1,1,0,0,0
nike,air zoom terra kiger 6,0,1,0,0,0,0,0,0,0,0,0,1,0,11.2,4.4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.8,19.6,15.2,0,0,0,0,0,0,1,0,0,0
nike,juniper trail 2 gtx,1,0,0,0,0,0,0,0,0,0,0,1,0,10.3,10.2,1,0,0,0,0,1,5,4,4,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,2.7,34.5,24.3,0,1,0,0,1,1,0,1,0,0
nike,pegasus trail 3,1,1,0,0,0,0,0,0,0,0,0,1,0,10.8,10.3,1,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,3.3,35.3,25.0,0,0,1,0,1,1,0,0,0,0
nike,pegasus trail 4,1,0,0,0,0,1,1,0,0,0,0,1,0,9.6,12.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3.4,35.5,22.8,0,0,0,0,1,1,1,0,0,0
nike,pegasus trail 4 gtx,1,1,0,0,0,0,0,0,0,0,0,1,0,9.6,12.8,1,0,0,1,0,0,4,4,4,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,3.5,37.7,24.9,0,1,0,0,1,1,0,1,0,0
nike,pegasus trail 5,1,0,0,0,0,1,0,1,0,0,0,1,0,10.1,9.6,1,1,1,1,0,0,5,4,4,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,3.2,34.6,25.0,0,0,1,0,1,1,1,0,0,0
nike,pegasus trail 5 gtx,1,0,0,0,1,0,0,1,0,0,0,1,0,9.9,8.3,1,1,1,1,0,0,3,2,4,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,3.6,32.1,23.8,0,1,0,0,1,1,0,1,0,0
nike,terra kiger 9,0,1,1,0,0,0,0,0,0,0,0,1,0,10.2,4.4,0,1,1,1,0,0,5,3,0,3,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,4.4,30.1,25.7,0,0,1,0,1,1,1,0,0,0
nike,ultrafly,1,1,0,0,0,1,0,0,1,0,0,1,0,10.5,11.8,1,0,0,1,0,0,1,4,4,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,3.0,36.6,24.8,0,0,1,0,1,1,1,0,0,0
nike,wildhorse 10,1,1,0,0,0,1,0,1,0,0,0,1,0,11.0,10.9,1,0,0,1,0,0,1,4,3,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3.4,38.3,27.4,0,0,1,0,1,1,1,0,0,0
nike,zegama 2,0,1,0,0,1,0,0,1,0,0,0,1,0,10.7,4.0,0,1,1,1,0,0,4,4,4,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,4.0,30.3,26.3,0,0,1,0,1,1,1,0,0,0
nnormal,kjerag,1,0,0,0,1,0,0,1,0,0,0,1,0,7.5,8.6,0,1,1,0,1,0,3,3,3,2,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,3.0,25.0,16.4,0,0,1,0,0,0,1,0,0,1
on,cloudsurfer trail,1,0,0,0,0,1,1,0,0,0,0,1,0,9.6,10.7,1,0,0,0,1,0,3,2,4,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,2.5,37.4,26.7,0,0,1,1,1,1,0,0,0,0
on,cloudsurfer trail 2,1,0,0,0,1,0,1,0,0,0,1,1,0,10.0,14.0,1,0,0,0,1,0,3,4,4,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,2.0,40.8,26.8,0,0,1,0,1,1,1,0,0,0
on,cloudultra 2,1,0,0,0,1,0,0,1,0,0,0,1,0,10.4,10.2,1,0,0,0,0,1,2,3,4,5,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2.5,30.2,20.0,1,0,1,0,1,1,1,0,0,0
on,cloudvista,1,0,0,0,0,0,0,0,0,0,0,1,0,10.1,10.3,1,0,0,0,1,0,1,2,4,5,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,2.5,32.3,22.0,1,0,1,0,1,1,1,0,0,0
on,cloudvista 2,1,0,0,0,1,0,1,0,0,0,0,1,0,10.3,6.0,0,1,1,0,1,0,3,2,4,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,3.1,31.7,25.7,0,0,1,0,1,1,1,0,0,0
salomon,genesis,0,1,1,0,1,0,0,1,0,0,0,1,0,9.9,9.0,1,1,1,0,1,0,4,4,3,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,4.0,33.5,24.5,0,0,1,0,1,1,0,0,1,0
salomon,pulsar trail,1,0,0,0,0,0,0,0,0,0,0,1,0,9.9,7.2,0,1,1,1,0,0,3,4,4,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2.5,31.0,23.8,0,0,1,0,1,1,1,0,0,0
salomon,s/lab genesis,0,1,0,0,1,0,0,1,0,0,1,1,0,8.8,7.8,0,1,1,1,0,0,2,3,3,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,4.3,31.9,24.1,0,0,1,0,1,1,1,0,0,1
salomon,s/lab pulsar 4,1,0,0,0,0,1,1,0,0,0,1,1,0,8.7,7.1,0,1,1,1,0,0,3,4,4,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,3.0,32.6,25.5,0,0,1,0,0,0,1,0,0,1
salomon,s/lab ultra,1,1,0,0,0,1,0,1,0,0,1,1,0,10.2,10.2,1,0,0,1,0,0,2,4,4,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,3.5,36.3,26.1,0,0,1,0,1,1,1,0,0,0
salomon,s/lab ultra glide,1,1,0,0,1,0,1,0,0,0,1,1,0,10.8,7.2,0,1,1,0,1,0,4,4,4,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,3.2,41.0,33.8,0,0,1,0,1,1,1,0,0,0
salomon,sense pro 4,0,1,1,0,0,0,0,0,0,0,0,1,0,9.6,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4.3,24.4,20.5,0,0,0,0,0,0,0,0,1,0
salomon,sense ride 4,0,1,0,0,0,0,0,0,0,0,0,1,0,10.5,7.3,0,1,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3.6,26.5,19.2,0,0,1,0,1,1,1,0,0,0
salomon,sense ride 5,1,1,0,1,0,0,0,1,0,0,0,1,0,10.3,8.7,1,1,1,0,1,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,3.5,27.2,18.5,0,0,1,0,1,1,1,0,0,0
salomon,speedcross 6,0,0,1,1,0,0,1,0,0,0,0,1,0,10.4,14.1,1,0,0,0,0,1,4,3,3,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,5.8,36.5,22.4,0,1,0,0,1,1,1,0,0,0
salomon,speedcross 6 gtx,0,0,1,0,0,0,0,0,0,0,0,1,0,11.5,11.2,1,0,0,0,0,1,4,4,3,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,5.0,37.0,25.8,0,1,0,0,1,1,0,1,0,0
salomon,supercross 4,0,1,1,0,0,0,0,0,0,0,0,1,0,11.1,15.2,1,0,0,1,0,0,4,4,4,3,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,4.2,35.1,19.9,0,0,1,0,1,1,1,0,0,0
salomon,thundercross,0,1,1,1,0,0,1,0,0,0,0,1,0,9.6,3.0,0,1,1,1,0,0,4,3,4,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,4.0,27.6,24.6,0,1,0,0,1,1,1,0,0,0
salomon,ultra flow,1,0,0,0,1,0,0,1,0,0,0,1,0,9.1,12.5,1,0,0,1,0,0,4,3,3,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2.8,34.9,22.4,0,0,1,0,1,1,1,0,0,0
salomon,ultra glide,1,1,0,0,0,0,0,0,0,0,0,1,0,9.7,8.8,1,1,1,0,1,0,4,0,0,5,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3.0,31.2,22.4,1,0,1,0,1,1,1,0,0,0
salomon,ultra glide 2,1,1,0,0,1,0,0,1,0,0,0,1,0,10.1,7.2,0,1,1,1,0,0,2,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2.8,30.6,23.4,0,0,1,0,0,0,1,0,0,0
salomon,xa pro 3d gtx,1,1,0,0,0,0,0,0,0,0,0,0,1,13.4,13.1,1,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2.9,31.9,18.8,0,1,0,0,1,1,0,1,0,0
salomon,xa pro 3d v8,1,1,0,0,0,0,0,0,0,0,0,0,1,12.3,14.6,1,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2.9,35.0,20.4,0,0,1,0,1,1,1,0,0,0
salomon,xa pro 3d v9,1,1,0,0,0,0,0,0,0,0,0,0,1,12.2,12.5,1,0,0,0,0,1,5,3,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,2.8,31.7,19.2,0,0,1,0,1,1,1,0,0,0
salomon,xa pro 3d v9 gtx,1,1,0,1,0,0,1,0,0,0,0,0,1,12.7,13.5,1,0,0,0,0,1,5,3,4,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,2.8,33.5,20.0,0,1,0,0,1,1,0,1,0,0
saucony,endorphin edge,0,1,0,0,1,0,0,0,1,0,0,1,0,9.5,7.1,0,1,1,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3.4,33.4,26.3,0,0,1,0,1,1,1,0,0,0
saucony,endorphin rift,0,0,1,0,0,0,0,0,0,0,0,1,0,9.0,7.9,0,1,1,1,0,0,4,4,4,5,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,4.5,33.0,25.1,1,0,1,0,1,1,1,0,0,0
saucony,endorphin trail,0,0,1,0,0,0,0,0,0,0,0,1,0,11.0,5.2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,4.5,36.3,31.1,0,0,0,0,1,1,1,0,0,0
saucony,peregrine 11,0,0,1,0,0,0,0,0,0,0,0,1,0,11.2,5.1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4.4,27.5,22.4,0,0,0,0,1,1,1,0,0,0
saucony,peregrine 12,0,0,1,0,0,0,0,0,0,0,0,1,0,10.1,6.9,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.6,30.2,23.2,0,0,0,0,0,0,1,0,0,0
saucony,peregrine 13,0,0,1,0,0,0,0,0,0,0,0,1,0,9.6,3.9,0,1,1,0,1,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,4.8,27.5,23.6,0,0,1,0,1,1,1,0,0,0
saucony,peregrine 14,0,1,1,0,1,0,0,1,0,0,0,1,0,9.4,2.2,0,1,1,0,1,0,3,3,4,3,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,4.7,27.3,25.1,0,0,1,0,1,1,1,0,0,0
saucony,peregrine 15,1,1,0,0,1,0,0,1,0,0,0,1,0,9.4,3.7,0,1,1,1,0,0,4,3,4,3,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,4.7,29.5,25.8,0,0,1,0,1,1,1,0,0,0
saucony,xodus ultra,0,1,1,0,0,0,0,0,0,0,0,1,0,10.1,7.2,0,1,1,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3.8,33.9,26.7,0,0,1,0,1,1,1,0,0,0
saucony,xodus ultra 2,0,1,1,0,0,0,0,0,0,0,0,1,0,10.3,7.3,0,1,1,0,1,0,2,4,3,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,4.6,34.1,26.8,0,0,1,0,1,1,1,0,0,0
saucony,xodus ultra 3,0,0,1,0,1,0,0,1,0,0,0,1,0,10.7,5.9,0,1,1,1,0,0,3,4,4,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,4.3,35.1,29.2,0,0,1,0,1,1,1,0,0,0
saucony,xodus ultra 4,1,0,0,0,1,0,0,1,0,0,1,1,0,11.0,6.5,0,1,1,1,0,0,3,2,3,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,3.5,37.6,31.1,0,0,1,0,1,1,1,0,0,0
scarpa,spin planet,1,1,0,0,0,0,0,0,0,0,0,1,0,11.4,6.2,0,1,1,0,1,0,3,4,3,5,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,3.2,32.8,26.6,1,0,1,0,1,1,1,0,0,0
the north face,vectiv enduris 3,1,0,0,0,0,0,0,0,0,0,0,1,0,9.7,11.6,1,0,0,0,1,0,4,4,4,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,3.3,35.8,24.2,0,0,1,0,1,1,1,0,0,0
topo,mtn racer 3,1,1,0,0,0,0,0,0,0,0,0,1,0,10.1,6.9,0,1,1,0,1,0,2,3,4,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,4.2,33.5,26.6,0,0,1,0,1,1,1,0,0,0
topo,traverse,1,1,0,0,0,0,0,0,0,0,0,1,0,10.9,4.8,0,1,1,0,1,0,2,4,4,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,4.1,30.8,26.0,0,0,1,0,1,1,0,0,1,0
topo,ultraventure 3,1,0,0,0,0,1,1,0,0,0,0,1,0,9.7,6.3,0,1,1,1,0,0,3,3,4,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,3.2,37.2,30.9,0,0,1,0,1,1,1,0,0,0
topo,ultraventure 4,1,0,0,0,1,0,1,0,0,0,0,1,0,10.1,6.6,0,1,1,1,0,0,2,3,4,3,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,3.2,35.1,28.5,0,0,1,0,1,1,1,0,0,0
xero,shoes mesa trail wp,1,0,0,0,0,0,0,0,0,0,0,1,0,9.7,1.2,0,1,1,0,1,0,3,2,3,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,3.8,14.6,13.4,0,1,0,0,1,1,0,1,0,0
xero,shoes scrambler low,1,0,0,0,0,0,0,0,0,0,0,1,0,9.2,0.1,0,1,1,0,0,1,3,3,3,5,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,2.7,16.3,16.4,1,0,1,0,1,1,1,0,0,0
