Brand,Name,Lightweight,Size,Lug depth,Widths available,For heavy runners,Removable insole,Orthotic friendly,Ranking,Popularity,terrain_norm,terrain_light,terrain_moderate,terrain_technical,Arch_grouped,arch_neutral,arch_stability,Strike_norm,strike_forefoot,strike_heel,strike_mid,drop_lab_mm,drop_brand_mm,midsole_soft,midsole_balanced,midsole_firm,plate_carbon,plate_rock,plate_none,toebox_bad,toebox_decent,toebox_good,heelpad_bad,heelpad_decent,heelpad_good,outsole_bad,outsole_decent,outsole_good,breath_breathable,breath_moderate,breath_warm,width_narrow,width_medium,width_wide,toeboxwidth_narrow,toeboxwidth_medium,toeboxwidth_wide,stiff_flexible,stiff_moderate,stiff_stiff,torsion_flexible,torsion_moderate,torsion_stiff,heelcounter_flexible,heelcounter_moderate,heelcounter_stiff,heel_lab_mm,heel_brand_mm,forefoot_lab_mm,forefoot_brand_mm,season_all,season_summer,season_winter,water_proof,water_repellent,water_both,water_none
Hoka,Torrent 3,0,True to size,3.6 mm,Normal,0,1,1,#226 Bottom 38%,#301 Bottom 18%,Moderate,0,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,7.1,5.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,29.5,23.0,22.4,18.0,1,0,0,0,0,0,1
Hoka,Zinal,1,True to size,3.4 mm,Normal,0,1,1,#246 Top 39%,#588 Bottom 9%,Light|Moderate,1,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,3.9,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,29.3,22.0,25.4,18.0,0,0,0,0,0,0,1
Hoka,Zinal 2,1,Slightly small,3.7 mm,Normal,0,1,1,#227 Bottom 38%,#310 Bottom 15%,Moderate,0,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,7.2,5.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,29.8,30.0,22.6,25.0,1,0,0,0,0,0,1
Inov8,Trailfly,0,Slightly small,3.9 mm,NormalWide,0,1,1,#141 Top 39%,#326 Bottom 11%,Light|Moderate,1,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,6.0,6.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,30.1,29.0,24.1,23.0,1,0,0,0,0,0,1
Keen,Seek,0,-,4.1 mm,Normal,0,1,1,#146 Top 40%,#315 Bottom 14%,Light|Moderate,1,1,0,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,8.6,6.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,36.3,38.5,27.7,32.5,1,0,0,0,0,0,1
La Sportiva,Mutant,0,Half size small,5.0 mm,Normal,0,1,1,#149 Top 41%,#228 Bottom 38%,Technical,0,0,1,Neutral,1,0,Heel,0,1,0,11.3,10.0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,33.2,26.0,21.9,16.0,1,0,0,0,0,0,1
La Sportiva,Prodigio,0,Half size small,3.4 mm,Normal,0,1,1,#269 Bottom 26%,#217 Bottom 40%,Moderate,0,1,0,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,8.9,6.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,29.3,34.0,20.4,28.0,1,0,0,0,0,0,1
Merrell,Agility Peak 4,0,Slightly large,4.4 mm,Normal,0,1,1,#364 Bottom 43%,#595 Bottom 8%,Technical,0,0,1,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,9.3,6.0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,34.4,30.0,25.1,24.0,1,0,0,0,0,0,1
Merrell,Agility Peak 5,0,True to size,4.5 mm,Normal,1,1,1,#139 Top 38%,#113 Top 31%,Moderate|Technical,0,1,1,Neutral,1,0,Heel,0,1,0,13.4,6.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,39.2,39.0,25.8,33.0,1,0,0,0,0,0,1
Merrell,Agility Peak 5 GTX,0,True to size,4.4 mm,Normal,0,1,1,#298 Bottom 19%,#255 Bottom 30%,Moderate|Technical,0,1,1,Neutral,1,0,Heel,0,1,0,11.6,6.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,37.3,39.0,25.7,33.0,0,0,1,1,0,0,0
Merrell,Antora 3,0,True to size,3.4 mm,Normal,0,1,1,#269 Bottom 26%,#231 Bottom 37%,Light,1,0,0,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,9.1,,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,33.5,,24.4,,1,1,0,0,0,0,1
Merrell,Fly Strike,0,True to size,3.5 mm,NormalWide,0,1,1,#316 Bottom 14%,#273 Bottom 25%,Light,1,0,0,Neutral,1,0,Heel,0,1,0,17.3,10.0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,34.3,27.0,17.0,17.0,1,0,0,0,0,0,1
Merrell,Moab Flight,0,True to size,2.9 mm,NormalWide,0,1,1,#91 Top 25%,#307 Bottom 16%,Light,1,0,0,Neutral,1,0,Heel,0,1,0,13.5,10.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,32.6,29.0,19.1,19.0,1,0,0,0,0,0,1
Merrell,Morphlite,1,True to size,2.0 mm,NormalWide,0,1,1,#148 Top 41%,#292 Bottom 20%,Light,1,0,0,Neutral,1,0,Heel,0,1,0,11.0,6.0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,32.3,26.0,21.3,20.0,1,0,0,0,0,0,1
Merrell,Nova 2,0,-,4.2 mm,NormalWide,0,0,0,#424 Bottom 34%,#470 Bottom 27%,Moderate|Technical,0,1,1,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,9.3,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35.1,29.0,25.8,21.0,0,0,0,0,0,0,1
Merrell,Nova 3,0,True to size,3.5 mm,NormalWide,0,1,1,#574 Bottom 11%,#322 Top 50%,Light|Moderate,1,1,0,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,9.9,8.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,34.1,29.0,24.2,21.0,1,0,0,0,0,0,1
Merrell,Nova 4,0,-,4.0 mm,NormalWide,0,1,1,#192 Bottom 47%,#193 Bottom 47%,Light|Moderate,1,1,0,Neutral,1,0,Heel,0,1,0,12.1,8.0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,37.7,29.0,25.6,21.0,1,0,0,0,0,0,1
Merrell,Trail Glove 7,1,True to size,2.5 mm,Normal,0,0,0,#225 Bottom 38%,#161 Top 44%,Light,1,0,0,Neutral,1,0,Mid|Forefoot,1,0,1,0.1,0.0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,16.1,14.0,16.0,14.0,1,0,0,0,0,0,1
New Balance, Foam X Hierro v8,0,Slightly small,4.0 mm,NormalWideX-Wide,0,1,1,#513 Bottom 20%,#97 Top 15%,Light|Moderate,1,1,0,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,8.1,6.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,32.2,37.0,24.1,31.0,1,0,0,0,0,0,1
New Balance,510 v6,0,True to size,2.9 mm,NormalWideX-Wide,0,1,1,#355 Bottom 3%,#318 Bottom 13%,Light,1,0,0,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,8.2,,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,33.8,,25.6,,1,0,0,0,0,0,1
New Balance,DynaSoft Nitrel v5,0,Slightly small,2.9 mm,NormalWideX-Wide,0,1,1,#602 Bottom 6%,#490 Bottom 24%,Light,1,0,0,Neutral,1,0,Mid|Forefoot,1,0,1,6.7,6.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,29.8,29.0,23.1,23.0,1,0,0,0,0,0,1
New Balance,DynaSoft Nitrel v6,0,True to size,2.7 mm,NormalWideX-Wide,0,1,1,#351 Bottom 4%,#187 Bottom 49%,Light,1,0,0,Neutral,1,0,Mid|Forefoot,1,0,1,2.5,6.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,22.7,27.0,20.2,21.0,1,0,0,0,0,0,1
New Balance,Fresh Foam Hierro v6,0,True to size,3.3 mm,Normal,0,1,1,#197 Top 31%,#345 Bottom 46%,Light|Moderate,1,1,0,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,9.2,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,26.9,28.0,17.7,20.0,1,0,0,0,0,0,1
New Balance,Fresh Foam X Garoe v2,0,-,3.2 mm,NormalWideX-Wide,0,1,1,#50 Top 14%,#129 Top 36%,Light,1,0,0,Neutral,1,0,Heel,0,1,0,11.0,8.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,38.4,,27.4,,1,0,0,0,0,0,1
New Balance,Fresh Foam X Hierro v7,0,True to size,3.0 mm,NormalWideX-Wide,0,1,1,#370 Bottom 42%,#150 Top 24%,Light|Moderate,1,1,0,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,9.9,8.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,32.4,29.0,22.5,21.0,1,0,0,0,0,0,1
New Balance,Fresh Foam X Hierro v9,0,Half size small,3.3 mm,NormalWideX-Wide,0,1,1,#234 Bottom 36%,#28 Top 8%,Light,1,0,0,Neutral,1,0,Mid|Forefoot,1,0,1,4.2,4.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,37.3,33.0,33.1,29.0,1,0,0,0,0,0,1
New Balance,Fresh Foam X More Trail v3,0,True to size,5.0 mm,NormalWide,0,1,1,#159 Top 44%,#22 Top 6%,Moderate|Technical,0,1,1,Neutral,1,0,Mid|Forefoot,1,0,1,7.1,4.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,38.6,39.4,31.5,35.4,1,0,0,0,0,0,1
New Balance,FuelCell SuperComp Trail,1,Half size small,2.9 mm,Normal,0,1,1,#65 Top 18%,#319 Bottom 13%,Light|Moderate,1,1,0,Neutral,1,0,Heel,0,1,0,13.0,10.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,34.7,36.5,21.7,26.5,1,0,0,0,0,0,1
New Balance,Minimus Trail,1,Slightly small,3.3 mm,NormalWide,0,0,0,#359 Bottom 2%,#220 Bottom 40%,Light,1,0,0,Neutral,1,0,Mid|Forefoot,1,0,1,5.2,4.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,19.5,,14.3,,1,0,0,0,0,0,1
New Balance,MT10,1,Slightly small,0,Normal,0,0,0,#206 Bottom 44%,#104 Top 29%,Light,1,0,0,Neutral,1,0,Mid|Forefoot,1,0,1,5.0,4.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,15.6,14.0,10.6,10.0,1,0,0,0,0,0,1
New Balance,Shando,0,True to size,4.9 mm,Normal,0,1,1,#345 Bottom 6%,#348 Bottom 5%,Moderate,0,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,7.3,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,34.7,,27.4,,0,0,0,0,0,0,1
New Balance,Tektrel,0,Half size small,2.4 mm,NormalWide,0,1,1,#340 Bottom 7%,#177 Top 49%,Light,1,0,0,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,8.0,8.0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,32.2,32.0,24.2,24.0,1,1,0,0,0,0,1
Nike,Air Zoom Terra Kiger 6,0,-,4.8 mm,Normal,0,0,0,#342 Bottom 47%,#553 Bottom 14%,Moderate,0,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,4.4,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19.6,15.0,15.2,11.0,0,0,0,0,0,0,1
Nike,Juniper Trail,0,Slightly small,4.8 mm,Normal,0,1,1,#588 Bottom 9%,#397 Bottom 38%,Moderate,0,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,7.6,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,26.6,29.0,19.0,23.0,0,0,0,0,0,0,1
Nike,Juniper Trail 2,0,True to size,3.1 mm,Normal,0,1,1,#615 Bottom 4%,#260 Top 41%,Light,1,0,0,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,9.4,9.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,34.7,35.0,25.3,26.0,1,0,0,0,0,0,1
Nike,Juniper Trail 2 GTX,0,True to size,2.7 mm,Normal,0,1,1,#347 Bottom 5%,#164 Top 45%,Light,1,0,0,Neutral,1,0,Heel,0,1,0,10.2,9.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,34.5,35.0,24.3,26.0,0,0,1,1,0,0,0
Nike,Juniper Trail 3,0,True to size,2.6 mm,Normal,0,1,1,#358 Bottom 2%,#184 Top 50%,Light,1,0,0,Neutral,1,0,Heel,0,1,0,10.9,10.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,32.6,32.0,21.7,22.0,1,0,0,0,0,0,1
Nike,Kiger 10,0,Slightly small,3.3 mm,Normal,0,1,1,#333 Bottom 9%,#233 Bottom 36%,Light|Moderate,1,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,3.7,5.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,28.3,29.0,24.6,24.0,1,1,0,0,0,0,1
Nike,Pegasus Trail 3,0,True to size,3.3 mm,Normal,0,1,1,#87 Top 14%,#375 Bottom 41%,Light|Moderate,1,1,0,Neutral,1,0,Heel,0,1,0,10.3,10.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,35.3,36.0,25.0,26.0,1,0,0,0,0,0,1
Nike,Pegasus Trail 3 GTX,0,True to size,3.3 mm,Normal,0,1,1,#338 Bottom 47%,#432 Bottom 33%,Light|Moderate,1,1,0,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,9.8,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,32.5,36.0,22.7,26.0,0,0,1,1,0,0,0
Nike,Pegasus Trail 4 GTX,0,Slightly small,3.5 mm,Normal,0,1,1,#371 Bottom 42%,#407 Bottom 37%,Light|Moderate,1,1,0,Neutral,1,0,Heel,0,1,0,12.8,10.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,37.7,37.0,24.9,27.0,0,0,1,1,0,0,0
Nike,Pegasus Trail 5,0,True to size,3.2 mm,NormalWideX-Wide,0,1,1,#72 Top 20%,#48 Top 14%,Light,1,0,0,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,9.6,9.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,34.6,37.0,25.0,27.5,1,0,0,0,0,0,1
Nike,Pegasus Trail 5 GTX,0,Slightly small,3.6 mm,NarrowNormal,0,1,1,#346 Bottom 5%,#101 Top 28%,Light,1,0,0,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,8.3,9.5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,32.1,37.0,23.8,27.5,0,0,1,1,0,0,0
Nike,Terra Kiger 8,0,True to size,3.9 mm,Normal,0,1,1,#422 Bottom 34%,#596 Bottom 7%,Moderate|Technical,0,1,1,Neutral,1,0,Mid|Forefoot,1,0,1,5.9,6.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,28.1,30.0,22.2,24.0,0,0,0,0,0,0,1
Nike,Terra Kiger 9,0,True to size,4.4 mm,Normal,0,1,1,#34 Top 10%,#293 Bottom 20%,Moderate|Technical,0,1,1,Neutral,1,0,Mid|Forefoot,1,0,1,4.4,3.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,30.1,31.0,25.7,28.0,1,0,0,0,0,0,1
Nike,Ultrafly,0,True to size,3.0 mm,Normal,0,1,1,#85 Top 24%,#201 Bottom 45%,Light|Moderate,1,1,0,Neutral,1,0,Heel,0,1,0,11.8,8.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,36.6,38.0,24.8,29.5,1,0,0,0,0,0,1
Nike,Wildhorse 10,0,True to size,3.4 mm,Normal,0,1,1,#32 Top 9%,#132 Top 36%,Light|Moderate,1,1,0,Neutral,1,0,Heel,0,1,0,10.9,9.5,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,38.3,38.0,27.4,28.5,1,0,0,0,0,0,1
Nike,Wildhorse 7,0,True to size,4.2 mm,Normal,0,1,1,#344 Bottom 46%,#501 Bottom 22%,Light|Moderate,1,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,7.3,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,33.5,30.0,26.2,22.0,0,0,0,0,0,0,1
Nike,Wildhorse 8,0,True to size,3.5 mm,Normal,0,1,1,#415 Bottom 35%,#356 Bottom 44%,Moderate,0,1,0,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,9.2,8.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,34.2,35.5,25.0,27.5,1,0,0,0,0,0,1
Nike,Zegama 2,0,True to size,4.0 mm,Normal,0,1,1,#143 Top 39%,#95 Top 26%,Moderate,0,1,0,Neutral,1,0,Mid|Forefoot,1,0,1,4.0,4.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,30.3,36.0,26.3,32.0,1,0,0,0,0,0,1
Nnormal,Kjerag,1,True to size,3.0 mm,Normal,0,0,0,#3 Top 1%,#234 Bottom 36%,Light,1,0,0,Neutral,1,0,Mid|Forefoot,1,0,1,8.6,6.0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,25.0,23.5,16.4,17.5,1,0,0,0,0,0,1
On,Cloudsurfer Trail,0,True to size,2.5 mm,Normal,1,1,1,#197 Bottom 46%,#217 Bottom 41%,Light,1,0,0,Neutral,1,0,Heel,0,1,0,10.7,7.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,37.4,41.0,26.7,34.0,1,0,0,0,0,0,1
On,Cloudultra 2,0,True to size,2.5 mm,Normal,0,1,1,#104 Top 29%,#244 Bottom 33%,Light,1,0,0,Neutral,1,0,Heel,0,1,0,10.2,6.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,30.2,27.0,20.0,21.0,1,1,0,0,0,0,1
On,Cloudvista,0,Half size small,2.5 mm,Normal,0,1,1,#147 Top 23%,#487 Bottom 24%,Light,1,0,0,Neutral,1,0,Heel,0,1,0,10.3,10.3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,32.3,32.3,22.0,22.0,1,1,0,0,0,0,1
On,Cloudvista 2,0,True to size,3.1 mm,NarrowNormal,0,1,1,#130 Top 36%,#215 Bottom 41%,Light,1,0,0,Neutral,1,0,Mid|Forefoot,1,0,1,6.0,5.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,31.7,29.0,25.7,24.0,1,0,0,0,0,0,1
Salomon,Genesis,0,True to size,4.0 mm,Normal,0,1,1,#12 Top 4%,#221 Bottom 39%,Moderate|Technical,0,1,1,Neutral,1,0,Heel|Mid|Forefoot,1,1,1,9.0,8.0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,33.5,33.0,24.5,25.0,1,0,0,0,1,0,0
Salomon,Pulsar Trail,0,True to size,2.5 mm,Normal,0,1,1,#153 Top 42%,#285 Bottom 22%,Light,1,0,0,Neutral,1,0,Mid|Forefoot,1,0,1,7.2,6.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,31.0,32.6,23.8,26.6,1,0,0,0,0,0,1
